fid,cellcode,bati_mean,bati_media,morska_mea,morska_med,geometry
723,10kmE496N221,-54.49139404330249,-53.89070510864258,3.750145264381174,4,"list(c(605688.8008, 606500.7147, 616446.1501, 615633.6311, 605688.8008, 4729530.2233, 4739514.1718, 4738628.0402, 4728644.2606, 4729530.2233))"
724,10kmE496N222,44.541108431267276,50.53932571411133,3.230769230769231,4,"list(c(606500.7147, 607313.4967, 617259.5314, 616446.1501, 606500.7147, 4739514.1718, 4749497.4689, 4748611.1708, 4738628.0402, 4739514.1718))"
735,10kmE497N220,-96.79454706206754,-106.9556655883789,3.898900169204738,4,"list(c(614821.9758, 615633.6311, 625578.9818, 624766.712, 614821.9758, 4718659.8252, 4728644.2606, 4727756.4244, 4717772.1422, 4718659.8252))"
736,10kmE497N221,1.890177118549532,3.770722150802612,3.699728260869565,4,"list(c(615633.6311, 616446.1501, 626392.1096, 625578.9818, 615633.6311, 4728644.2606, 4738628.0402, 4737740.0532, 4727756.4244, 4728644.2606))"
747,10kmE498N220,-63.007572182915546,-95.12558364868164,3.803086748270357,4,"list(c(624766.712, 625578.9818, 635524.8831, 634711.9952, 624766.712, 4717772.1422, 4727756.4244, 4726866.7095, 4716882.5626, 4717772.1422))"
748,10kmE498N221,42.762298266889104,44.75590896606445,3.066666666666667,3,"list(c(625578.9818, 626392.1096, 636338.6231, 635524.8831, 625578.9818, 4727756.4244, 4737740.0532, 4736850.2054, 4726866.7095, 4727756.4244))"
759,10kmE499N219,-112.3569217663875,-122.2933120727539,3.974957555178268,4,"list(c(633899.961, 634711.9952, 644657.8552, 643845.1936, 633899.961, 4706897.7579, 4716882.5626, 4715991.081, 4706006.3959, 4706897.7579))"
760,10kmE499N220,13.497914103616512,27.9743709564209,3.399239543726236,4,"list(c(634711.9952, 635524.8831, 645471.3647, 644657.8552, 634711.9952, 4716882.5626, 4726866.7095, 4725975.1108, 4715991.081, 4716882.5626))"
772,10kmE500N219,-7.843189013448627,29.301231384277344,3.891941391941392,4,"list(c(643845.1936, 644657.8552, 654604.3219, 653791.0293, 643845.1936, 4706006.3959, 4715991.081, 4715097.6924, 4705113.1088, 4706006.3959))"
785,10kmE501N218,-93.35413927521212,-113.47357177734375,3.926078971533517,4,"list(c(652978.5803, 653791.0293, 663737.4982, 662924.4088, 652978.5803, 4695127.8656, 4705113.1088, 4704217.8913, 4694232.734, 4695127.8656))"
786,10kmE501N219,102.6991515920534,108.32247161865234,3.5,4,"list(c(653791.0293, 654604.3219, 664551.4254, 663737.4982, 653791.0293, 4705113.1088, 4715097.6924, 4714202.3914, 4704217.8913, 4705113.1088))"
801,10kmE502N218,-33.73688637306508,-23.290353775024414,3.765413533834586,4,"list(c(662924.4088, 663737.4982, 673684.6301, 672870.8967, 662924.4088, 4694232.734, 4704217.8913, 4703320.7382, 4693335.6487, 4694232.734))"
